#timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,rot_x,rot_y,rot_z,rot_r
1.437557577377000093e+09,-2.274457799999999863e-01,5.283350999999999464e-01,1.527776700000000043e-01,-8.112290500000000071e-01,-7.000515499999999669e-01,-2.028072599999999892e-01,1.168530400000000052e-01,-2.052678199999999897e-01,-8.729639599999999833e-01,4.267839500000000230e-01
1.437557577387000084e+09,-5.308832999999999469e-01,6.680211999999999817e-01,1.587658000000000125e-01,-3.445280000000000009e-01,-1.332907899999999923e+00,-9.896017000000000008e-02,1.115955099999999950e-01,-2.040619300000000025e-01,-8.748681999999999848e-01,4.248655399999999860e-01
1.437557577397000074e+09,-6.981975000000000264e-01,1.036254400000000020e+00,3.842430000000000012e-01,-4.886921999999999794e-02,-1.844813000000000036e+00,8.063421399999999573e-02,1.047204659999999982e-01,-2.064572299999999916e-01,-8.760442000000000506e-01,4.230315700000000234e-01
1.437557577407000065e+09,2.886092000000000102e-01,2.047891100000000186e+00,1.369264599999999943e+00,-8.429939999999999656e-02,-1.981646900000000100e+00,1.466076500000000060e-01,9.550395600000000096e-02,-2.114050000000000096e-01,-8.768387399999999499e-01,4.211186800000000230e-01
1.437557577417000055e+09,9.659718000000000471e-01,2.489873400000000014e+00,2.034986500000000031e+00,-3.518583800000000261e-01,-1.604132200000000008e+00,8.796459399999999318e-02,8.620173999999999892e-02,-2.152318699999999918e-01,-8.774343000000000004e-01,4.199448000000000070e-01
1.437557577427999973e+09,1.321240299999999923e+00,2.802970399999999973e+00,2.038200400000000023e+00,-4.581489300000000098e-01,-7.367034999999999556e-01,-2.932153300000000032e-02,8.245869000000000115e-02,-2.170711300000000010e-01,-8.776727300000000120e-01,4.192507300000000159e-01
1.437557577437000036e+09,9.867639499999999453e-01,2.668656799999999940e+00,1.558820700000000059e+00,-4.434881800000000096e-01,3.628539399999999859e-01,-9.040805999999999842e-02,7.895757000000000470e-02,-2.173556199999999994e-01,-8.781464700000000123e-01,4.187853300000000112e-01
1.437557577447000027e+09,4.490452999999999806e-01,2.141471399999999914e+00,9.178914999999999713e-01,-3.555235999999999952e-01,1.037249199999999982e+00,-1.759291900000000131e-01,8.078833000000000542e-02,-2.151108800000000043e-01,-8.785420699999999528e-01,4.187654599999999783e-01
1.437557577457000017e+09,-6.075760000000000050e-01,1.645428200000000007e+00,-4.270324699999999973e-01,-2.528982200000000069e-01,1.320690600000000048e+00,-1.795943799999999979e-01,8.619981999999999644e-02,-2.116530500000000092e-01,-8.786732600000000115e-01,4.191729399999999939e-01
1.437557577467000008e+09,-1.329934600000000078e+00,1.374038700000000057e+00,-1.765270700000000081e+00,-1.771509199999999895e-01,1.112996499999999944e+00,-6.352997999999999978e-02,9.281514000000000431e-02,-2.082825299999999935e-01,-8.786766999999999772e-01,4.194413000000000169e-01
1.437557577476999998e+09,-1.380846100000000076e+00,1.604033499999999890e+00,-1.841799299999999917e+00,-8.307768000000000097e-02,5.497786999999999535e-01,3.787364399999999798e-02,9.813106000000000606e-02,-2.060696300000000036e-01,-8.782629400000000475e-01,4.201902000000000137e-01
1.437557577486999989e+09,-9.076077299999999459e-01,2.017018799999999779e+00,-8.518666999999999767e-01,1.221730499999999948e-02,1.966986000000000012e-01,5.009095000000000214e-02,1.006151660000000059e-01,-2.060182500000000139e-01,-8.779040000000000177e-01,4.203781500000000060e-01
1.437557577496999979e+09,-7.119090999999999614e-01,2.146936399999999967e+00,-2.107295999999999891e-01,2.516764699999999855e-01,-4.801401000000000141e-01,-1.710422699999999963e-02,1.012235699999999988e-01,-2.073875000000000024e-01,-8.776220999999999606e-01,4.201473600000000252e-01
1.437557577506999969e+09,-1.006869499999999973e-01,2.488098599999999827e+00,1.681470899999999991e-01,3.885102999999999751e-01,-8.918633000000000255e-01,-1.368338199999999949e-01,9.958283599999999403e-02,-2.113205499999999959e-01,-8.774822399999999689e-01,4.188697000000000115e-01
1.437557577516999960e+09,1.707289399999999957e-01,2.468289899999999815e+00,1.598682399999999948e-01,3.518583800000000261e-01,-9.859364999999999934e-01,-3.090978300000000178e-01,9.672303499999999887e-02,-2.163231100000000129e-01,-8.775452999999999726e-01,4.168490999999999724e-01
1.437557577528000116e+09,9.400312600000000629e-02,1.754227200000000098e+00,-4.959201800000000160e-02,2.211332199999999915e-01,-9.407324999999999715e-01,-4.667010600000000009e-01,9.349476499999999357e-02,-2.207494100000000070e-01,-8.782864999999999700e-01,4.136924399999999946e-01
1.437557577536999941e+09,2.963893100000000030e-02,1.138544100000000059e+00,4.483699800000000291e-02,6.230825599999999936e-02,-8.258898000000000073e-01,-5.192354300000000533e-01,9.197919999999999707e-02,-2.227193100000000037e-01,-8.787468699999999577e-01,4.119949299999999814e-01
1.437557577546999931e+09,5.671644199999999886e-02,5.424623499999999821e-01,3.643283800000000072e-01,-3.543018500000000293e-02,-7.061602500000000449e-01,-4.886922000000000210e-01,8.707243000000000621e-02,-2.258184400000000092e-01,-8.809687999999999963e-01,4.065937000000000023e-01
1.437557577556999922e+09,-1.006640639999999975e-01,-2.727275000000000116e-01,7.534999999999999476e-01,-4.764748700000000226e-02,-5.192354300000000533e-01,-3.457497400000000276e-01,8.419962999999999753e-02,-2.265573399999999959e-01,-8.824431999999999832e-01,4.035792000000000268e-01
1.437557577566999912e+09,7.905760400000000354e-02,-1.835942299999999971e-01,1.533034299999999961e+00,-2.443461000000000070e-03,-4.691445200000000093e-01,-2.895501300000000167e-01,8.283110999999999946e-02,-2.264995599999999887e-01,-8.831671500000000119e-01,4.023093999999999837e-01
1.437557577578000069e+09,4.339783500000000127e-01,-4.133939699999999995e-01,1.100207300000000110e+00,1.331686199999999876e-01,-4.141666299999999801e-01,-1.563815000000000066e-01,8.046625000000000305e-02,-2.272006599999999987e-01,-8.840039400000000436e-01,4.005522699999999880e-01
1.437557577586999893e+09,1.079542339999999961e-01,-5.021047599999999694e-02,1.000398600000000027e+00,3.506366599999999889e-01,-3.714060800000000273e-01,-4.031710699999999786e-02,7.825809000000000237e-02,-2.299605600000000083e-01,-8.842982000000000342e-01,3.987611999999999823e-01
1.437557577596999884e+09,-6.722772000000000470e-02,-1.843609800000000076e-01,5.394124999999999615e-01,5.143484999999999863e-01,-4.239404800000000084e-01,8.918632599999999633e-02,7.770970500000000392e-02,-2.312220799999999965e-01,-8.841497000000000384e-01,3.984683199999999870e-01
1.437557577607000113e+09,-3.887066000000000132e-01,-1.533374799999999982e-01,1.838398000000000115e-02,5.473352700000000404e-01,-5.571091000000000237e-01,2.504547500000000038e-01,7.649965000000000237e-02,-2.347023000000000026e-01,-8.835519600000000251e-01,3.979932400000000259e-01
1.437557577618000031e+09,-1.060769260000000019e-01,-2.392849900000000030e-01,-2.262878399999999901e-01,5.082398700000000380e-01,-6.560692999999999664e-01,4.337143299999999813e-01,7.438832500000000514e-02,-2.385977699999999868e-01,-8.825064299999999529e-01,3.983968199999999849e-01
1.437557577627000093e+09,1.974925399999999942e-01,2.250504500000000130e-01,-3.774356999999999712e-02,5.192354300000000533e-01,-6.633996399999999571e-01,5.302310599999999763e-01,7.154072999999999682e-02,-2.428118300000000063e-01,-8.811561999999999450e-01,3.993595999999999813e-01
1.437557577637000084e+09,5.351569699999999541e-01,6.462636000000000491e-01,-1.982984499999999872e-01,5.241223600000000094e-01,-6.206390999999999991e-01,5.375613999999999670e-01,6.872709000000000457e-02,-2.473180600000000062e-01,-8.794172399999999890e-01,4.009184499999999818e-01
1.437557577647000074e+09,2.957289200000000062e-01,1.239235400000000098e+00,-8.415141000000000426e-01,4.801401000000000141e-01,-4.776966300000000110e-01,4.874704799999999838e-01,6.770850000000000479e-02,-2.500205999999999817e-01,-8.784364000000000061e-01,4.015654300000000010e-01
1.437557577657000065e+09,1.479370600000000091e-01,1.150146499999999961e+00,-1.237520200000000070e+00,3.420845299999999978e-01,-3.995058799999999799e-01,4.581489300000000098e-01,6.607337000000000626e-02,-2.540440299999999763e-01,-8.767361999999999655e-01,4.030255400000000154e-01
1.437557577667000055e+09,1.637578600000000051e-01,8.807268000000000319e-01,-8.972048999999999719e-01,2.296853399999999878e-01,-3.628539399999999859e-01,3.762929999999999886e-01,6.431381999999999377e-02,-2.571361999999999814e-01,-8.753948999999999758e-01,4.042630500000000127e-01
1.437557577677999973e+09,-6.701057000000000263e-01,6.585474000000000050e-01,-1.190118800000000032e+00,1.918116800000000122e-01,-3.359758999999999940e-01,4.166100999999999832e-01,6.292970000000000508e-02,-2.595393999999999757e-01,-8.743151399999999906e-01,4.052805600000000119e-01
1.437557577687999964e+09,-7.171030600000000144e-01,6.758041399999999976e-01,-1.406860800000000022e+00,1.417207400000000117e-01,-2.101376500000000092e-01,4.276056599999999985e-01,6.159721299999999788e-02,-2.616788700000000079e-01,-8.732429999999999914e-01,4.064195500000000183e-01
1.437557577697000027e+09,-6.358643999999999963e-01,1.124486000000000097e+00,-1.310740999999999934e+00,1.356120899999999907e-01,-2.406809000000000032e-01,3.310889599999999877e-01,6.085654299999999906e-02,-2.635665799999999948e-01,-8.720676000000000538e-01,4.078326999999999924e-01
1.437557577707000017e+09,-2.857376300000000202e-01,1.492753999999999914e+00,-1.055524799999999930e+00,8.429939999999999656e-02,-5.119051000000000018e-01,1.612684299999999904e-01,5.964544399999999885e-02,-2.657548200000000027e-01,-8.712231999999999754e-01,4.083954699999999827e-01
1.437557577717000008e+09,1.240248699999999954e-01,1.434654199999999991e+00,-6.827798000000000478e-01,4.764748700000000226e-02,-6.304129400000000327e-01,6.841690999999999745e-02,5.714045999999999709e-02,-2.681844999999999923e-01,-8.708049700000000115e-01,4.080574499999999882e-01
1.437557577727999926e+09,1.312371499999999969e-01,8.776865000000000361e-01,-1.243267059999999952e-01,1.221730500000000035e-03,-7.183775300000000419e-01,-3.665191300000000124e-02,5.561032500000000212e-02,-2.693856700000000215e-01,-8.708588499999999621e-01,4.073621000000000048e-01
1.437557577736999989e+09,-8.838165000000000604e-02,4.046960000000000002e-01,3.963012699999999833e-01,-1.343903500000000022e-02,-6.670648500000000425e-01,-3.054326200000000158e-02,5.230476299999999718e-02,-2.710533999999999999e-01,-8.711419700000000432e-01,4.060863599999999796e-01
1.437557577746999979e+09,-2.583749300000000027e-01,3.295850799999999747e-01,1.108480499999999980e+00,-2.076942000000000024e-02,-5.155703000000000369e-01,-9.773844000000000282e-03,4.931666299999999670e-02,-2.721849700000000261e-01,-8.716004499999999711e-01,4.047169700000000092e-01
1.437557577756999969e+09,-2.210274999999999879e-01,3.722867999999999733e-01,1.073766699999999963e+00,-2.076942000000000024e-02,-4.190535499999999969e-01,8.552113999999999550e-03,4.700771299999999958e-02,-2.730149599999999732e-01,-8.718755999999999728e-01,4.038391700000000251e-01
1.437557577766999960e+09,2.108763499999999902e-01,3.748607600000000151e-01,8.040628399999999454e-01,-2.443461000000000070e-03,-3.335324199999999961e-01,-3.298672300000000251e-02,4.485129999999999673e-02,-2.738323999999999758e-01,-8.721059599999999579e-01,4.030325699999999789e-01
1.437557577776999950e+09,6.617259999999999809e-02,2.956948300000000196e-01,7.306394600000000183e-01,6.719517999999999325e-02,-2.700024200000000207e-01,-6.841690999999999745e-02,4.336365300000000200e-02,-2.745393500000000153e-01,-8.722895999999999983e-01,4.023167799999999850e-01
1.437557577788000107e+09,-1.501104799999999906e-01,3.647561000000000275e-01,5.437116600000000410e-01,1.295034300000000027e-01,-2.651155299999999881e-01,-4.398229699999999659e-02,4.231788599999999900e-02,-2.755553700000000217e-01,-8.724965999999999555e-01,4.012831000000000037e-01
1.437557577796999931e+09,-3.921015299999999759e-01,3.578539000000000025e-01,5.098561999999999816e-01,1.466076500000000060e-01,-2.272418700000000125e-01,-2.321288000000000171e-02,4.203581399999999774e-02,-2.760949400000000109e-01,-8.725437499999999513e-01,4.008392700000000253e-01
1.437557577806999922e+09,-2.123978099999999924e-01,3.434815399999999741e-01,4.430980700000000105e-01,1.563815000000000066e-01,-9.040805999999999842e-02,3.909537600000000113e-02,4.139218000000000064e-02,-2.772696000000000049e-01,-8.725257499999999888e-01,4.001340999999999926e-01
1.437557577818000078e+09,4.039915800000000168e-01,2.512297600000000242e-01,2.209186600000000167e-02,7.819075000000000331e-02,1.392772800000000033e-01,2.443461000000000070e-03,4.125331299999999979e-02,-2.782526000000000166e-01,-8.721486000000000516e-01,4.002879999999999772e-01
1.437557577826999903e+09,-2.056316099999999925e-01,8.282542000000000515e-01,3.004846600000000145e-01,3.054326200000000158e-02,3.090978300000000178e-01,-3.420845399999999925e-02,4.236842300000000228e-02,-2.784338599999999775e-01,-8.720721599999999851e-01,4.002121399999999940e-01
1.437557577836999893e+09,1.375543999999999933e-01,1.521288900000000055e+00,4.210825000000000262e-01,1.221730500000000035e-03,3.384193500000000077e-01,-1.514945799999999898e-01,4.413654300000000030e-02,-2.784263000000000154e-01,-8.719199300000000097e-01,4.003580199999999811e-01
1.437557577846999884e+09,-9.569204000000000598e-02,1.509675000000000100e+00,8.134774999999999645e-01,-2.443461000000000070e-03,3.213151000000000201e-01,-2.871066600000000135e-01,4.615377600000000052e-02,-2.781108999999999942e-01,-8.722575299999999476e-01,3.996136800000000266e-01
1.437557577857000113e+09,-9.448855499999999630e-01,1.262121700000000013e+00,6.946105999999999669e-01,8.552113999999999550e-03,3.029891599999999796e-01,-2.822197399999999967e-01,4.859421399999999669e-02,-2.775858299999999779e-01,-8.728457699999999653e-01,3.984029299999999885e-01
1.437557577867000103e+09,-1.051199299999999948e+00,8.207621600000000184e-01,6.142549499999999663e-01,1.954768800000000056e-02,3.005457000000000267e-01,-2.333505300000000005e-01,5.085789000000000282e-02,-2.770050499999999749e-01,-8.734621399999999980e-01,3.971721200000000174e-01
1.437557577877000093e+09,-7.904057500000000180e-01,2.696742999999999779e-01,6.507492000000000276e-01,3.543018500000000293e-02,3.005457000000000267e-01,-1.734857300000000047e-01,5.196366499999999916e-02,-2.765480000000000160e-01,-8.737616499999999453e-01,3.966882500000000200e-01
1.437557577887000084e+09,-4.383280299999999796e-01,2.256546000000000107e-01,7.264337499999999892e-01,6.108652400000000315e-02,2.553416800000000153e-01,-1.539380399999999982e-01,5.368634299999999748e-02,-2.759630699999999770e-01,-8.741586000000000078e-01,3.959909999999999819e-01
1.437557577897000074e+09,-5.608400000000000052e-01,2.967114399999999930e-01,7.260265399999999980e-01,7.574728999999999490e-02,2.553416800000000153e-01,-1.356120899999999907e-01,5.534149299999999855e-02,-2.755982299999999996e-01,-8.744138999999999662e-01,3.954534000000000105e-01
1.437557577907000065e+09,-6.418310000000000404e-01,2.106199300000000108e-01,6.471472000000000335e-01,6.597344600000000503e-02,3.323107000000000144e-01,-1.258382399999999901e-01,5.709664500000000142e-02,-2.752005200000000040e-01,-8.746933000000000069e-01,3.948623499999999731e-01
1.437557577917000055e+09,-6.778834000000000248e-01,2.429423300000000119e-01,3.318481400000000137e-01,-4.886922000000000141e-03,3.665191500000000158e-01,-1.246165099999999998e-01,5.919921799999999790e-02,-2.746180300000000130e-01,-8.748717000000000299e-01,3.945631399999999789e-01
1.437557577927000046e+09,-4.390136000000000038e-01,4.754433599999999815e-01,5.342292800000000147e-02,-9.651670599999999378e-02,3.396410599999999946e-01,-1.966986000000000012e-01,6.118668599999999708e-02,-2.738248699999999980e-01,-8.751635599999999515e-01,3.941637000000000057e-01
1.437557577937000036e+09,-3.961093399999999765e-01,4.798788999999999971e-01,-3.322792000000000107e-02,-1.514945799999999898e-01,3.164281800000000033e-01,-2.309070699999999920e-01,6.293392000000000430e-02,-2.726630999999999916e-01,-8.756795000000000551e-01,3.935475999999999974e-01
1.437557577947000027e+09,-3.332583299999999915e-01,3.286161400000000010e-01,3.133973999999999926e-01,-2.040289999999999881e-01,2.638937800000000222e-01,-3.176499300000000248e-01,6.371206999999999565e-02,-2.718816700000000197e-01,-8.761704599999999843e-01,3.928697400000000228e-01
1.437557577957000017e+09,-5.253807299999999625e-01,1.478385899999999920e-01,5.733213400000000126e-01,-2.101376500000000092e-01,1.942551399999999928e-01,-3.652973999999999943e-01,6.500269999999999659e-02,-2.701961399999999736e-01,-8.771704399999999957e-01,3.915874400000000088e-01
1.437557577967000008e+09,-6.012783999999999907e-01,-3.071165000000000006e-02,7.538557000000000174e-01,-1.979203400000000002e-01,1.710422600000000015e-01,-3.726278000000000090e-01,6.602439000000000224e-02,-2.684711499999999917e-01,-8.784135600000000377e-01,3.898124000000000033e-01
1.437557577976999998e+09,-4.842704500000000190e-01,-5.214881999999999851e-02,9.348792999999999687e-01,-1.759291900000000131e-01,1.930334099999999886e-01,-3.359758999999999940e-01,6.695547999999999778e-02,-2.668005800000000094e-01,-8.795494400000000157e-01,3.882359300000000069e-01
1.437557577986999989e+09,-4.836315999999999948e-01,-7.522391999999999967e-02,1.038561800000000090e+00,-1.295034300000000027e-01,2.504547500000000038e-01,-2.993239799999999895e-01,6.800502999999999409e-02,-2.651928399999999852e-01,-8.806376500000000496e-01,3.866852000000000067e-01
1.437557577996999979e+09,-5.188612999999999698e-01,-6.274127999999999650e-02,1.026722899999999994e+00,-8.063421399999999573e-02,3.433062700000000245e-01,-2.357939799999999864e-01,6.944566000000000627e-02,-2.636771199999999871e-01,-8.814648000000000483e-01,3.855794000000000166e-01
1.437557578006999969e+09,-2.757495999999999836e-01,-1.540660899999999993e-02,7.821016299999999921e-01,-6.963864000000000165e-02,4.679227799999999826e-01,-1.857030400000000137e-01,7.127029000000000003e-02,-2.622912199999999916e-01,-8.820801000000000336e-01,3.847838000000000092e-01
1.437557578016999960e+09,-2.210937400000000108e-01,1.474122999999999961e-01,6.169080999999999593e-01,-6.841690999999999745e-02,5.204571999999999532e-01,-1.771509199999999895e-01,7.368418999999999663e-02,-2.608145499999999783e-01,-8.824261399999999700e-01,3.845394999999999786e-01
1.437557578026999950e+09,-2.669912600000000080e-01,2.672848700000000077e-01,1.814594300000000049e-01,-1.062905499999999975e-01,5.827654599999999574e-01,-1.918116800000000122e-01,7.511993499999999879e-02,-2.600170700000000168e-01,-8.826559999999999961e-01,3.842741000000000073e-01
1.437557578036999941e+09,-2.829426999999999914e-01,1.568131399999999898e-01,-2.371883400000000114e-02,-1.343903499999999918e-01,5.681047000000000180e-01,-2.015855300000000128e-01,7.791073599999999433e-02,-2.583032800000000240e-01,-8.829834500000000030e-01,3.841219200000000056e-01
1.437557578046999931e+09,-4.174600500000000269e-01,4.830694199999999855e-02,-1.510896700000000092e-01,-1.160643999999999981e-01,4.618141399999999841e-01,-1.905899500000000080e-01,8.053821999999999370e-02,-2.565348399999999862e-01,-8.834416000000000491e-01,3.837114600000000042e-01
1.437557578056999922e+09,-5.629321299999999750e-01,-2.174143799999999904e-01,-2.592086799999999795e-03,-4.031710699999999786e-02,3.115413000000000210e-01,-1.270599699999999943e-01,8.265406999999999615e-02,-2.550219000000000236e-01,-8.838529999999999998e-01,3.833223599999999731e-01
1.437557578066999912e+09,-9.567464599999999653e-01,-2.932491300000000245e-01,3.297424300000000030e-02,4.398229699999999659e-02,1.710422600000000015e-01,-1.832595700000000036e-02,8.426527999999999796e-02,-2.541271399999999736e-01,-8.841748999999999858e-01,3.828230799999999823e-01
1.437557578076999903e+09,-1.249805499999999903e+00,-4.151945000000000219e-01,-8.322238999999999332e-02,9.407324999999999715e-02,8.552113000000000076e-02,3.298672300000000251e-02,8.533279600000000242e-02,-2.539195399999999991e-01,-8.841893699999999745e-01,3.826909000000000005e-01
1.437557578086999893e+09,-1.133728099999999905e+00,-3.877067599999999836e-01,-5.860271500000000522e-01,1.429424699999999882e-01,-7.941247999999999363e-02,1.307251600000000069e-01,8.554557999999999607e-02,-2.545641399999999943e-01,-8.839752699999999797e-01,3.827099199999999812e-01
1.437557578096999884e+09,-4.843315499999999857e-02,3.494500999999999857e-02,-2.269802099999999878e-01,2.138028299999999993e-01,-3.323107000000000144e-01,1.026253599999999988e-01,8.517095399999999317e-02,-2.552903300000000097e-01,-8.837405000000000399e-01,3.828520499999999993e-01
1.437557578107000113e+09,1.481780300000000050e+00,5.054321000000000508e-01,-6.692619300000000049e-01,2.565633999999999970e-01,-5.839872000000000396e-01,-2.028072599999999892e-01,8.200899000000000383e-02,-2.591364400000000234e-01,-8.834387700000000399e-01,3.816528000000000143e-01
1.437557578117000103e+09,1.481780300000000050e+00,5.054321000000000508e-01,-6.692619300000000049e-01,1.991420700000000044e-01,-6.585126999999999509e-01,-5.155703000000000369e-01,8.200899000000000383e-02,-2.591364400000000234e-01,-8.834387700000000399e-01,3.816528000000000143e-01
1.437557578127000093e+09,-2.506585700000000250e-01,6.659965500000000205e-01,-8.798260700000000156e-01,-8.185594499999999940e-02,-5.534438999999999886e-01,-5.326745000000000507e-01,7.918967000000000367e-02,-2.624316500000000163e-01,-8.848582000000000392e-01,3.766758000000000051e-01
1.437557578137000084e+09,-7.708543500000000215e-01,6.297816999999999998e-01,-4.887170800000000259e-01,-2.956587700000000152e-01,-3.530801199999999973e-01,-5.192354300000000533e-01,7.762297999999999421e-02,-2.627871299999999799e-01,-8.863165400000000416e-01,3.733103600000000077e-01
1.437557578147000074e+09,-4.944257699999999867e-01,-5.129766499999999924e-02,2.803325700000000031e-01,-2.919936000000000198e-01,-2.919936000000000198e-01,-4.557054600000000066e-01,7.622898999999999647e-02,-2.616909399999999830e-01,-8.880263999999999935e-01,3.702919800000000206e-01
1.437557578157000065e+09,-7.678894000000000553e-01,-1.465849899999999983e-01,7.045555000000000567e-02,-2.064724599999999965e-01,-3.579670200000000246e-01,-3.469714500000000146e-01,7.500745999999999802e-02,-2.607031499999999946e-01,-8.894828599999999863e-01,3.677336299999999780e-01
1.437557578167000055e+09,-8.172396400000000449e-01,6.259346000000000354e-02,-9.367752000000000023e-02,-1.649336200000000030e-01,-3.995058799999999799e-01,-3.152064700000000164e-01,7.351446000000000369e-02,-2.604215999999999753e-01,-8.906717299999999948e-01,3.653493800000000014e-01
1.437557578177000046e+09,-3.955067700000000075e-01,4.170303300000000046e-01,-1.538753500000000080e-02,-9.773843999999999588e-02,-5.448918000000000372e-01,-3.274237799999999976e-01,7.267251600000000644e-02,-2.606418400000000135e-01,-8.911450499999999941e-01,3.642046999999999923e-01
1.437557578187000036e+09,-1.160048250000000059e-01,3.815278999999999754e-01,3.771171600000000068e-01,-4.031710699999999786e-02,-6.756170000000000231e-01,-3.494148999999999727e-01,7.015744599999999831e-02,-2.613533000000000106e-01,-8.921932999999999669e-01,3.616124000000000005e-01
1.437557578197000027e+09,7.578914999999999957e-02,1.861610399999999998e-01,4.584770200000000129e-01,-3.543018500000000293e-02,-6.316346499999999642e-01,-3.824016499999999819e-01,6.723292000000000157e-02,-2.624035000000000117e-01,-8.931883000000000461e-01,3.589414400000000005e-01
1.437557578207000017e+09,3.522944000000000075e-01,1.117577550000000003e-01,8.513593699999999487e-01,-7.941247999999999363e-02,-5.106833600000000306e-01,-4.300491200000000069e-01,6.446765999999999608e-02,-2.631561800000000173e-01,-8.943322299999999503e-01,3.560376000000000096e-01
1.437557578217999935e+09,1.332592999999999972e-01,-1.908216500000000093e-01,1.238797200000000043e+00,-9.407324999999999715e-02,-4.557054600000000066e-01,-4.386012599999999928e-01,6.226348000000000299e-02,-2.632192700000000052e-01,-8.955948999999999716e-01,3.531980200000000014e-01
1.437557578226999998e+09,-4.144305000000000211e-02,-4.515609700000000060e-01,1.467381499999999894e+00,-3.909537600000000113e-02,-4.178318400000000099e-01,-3.799581799999999787e-01,6.021684000000000064e-02,-2.630390799999999807e-01,-8.969515999999999600e-01,3.502315999999999763e-01
1.437557578236999989e+09,-9.606707000000000440e-02,-4.036750800000000194e-01,1.542016999999999971e+00,-4.886922000000000141e-03,-3.665191500000000158e-01,-3.530801199999999973e-01,5.855181999999999748e-02,-2.630450699999999919e-01,-8.980181000000000413e-01,3.477679799999999766e-01
